                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    832,                0.54808,                0.48436,                  1.153,                0.99331,                      1,                  0.995,                0.93962,                0.36492,                0.28437,                  1.004,             0.00017731,             0.00017731,             0.00017731
                    833,                0.54945,                0.43871,                 1.1383,                0.99357,                      1,                  0.995,                0.93045,                0.38523,                0.29125,                  1.028,             0.00017632,             0.00017632,             0.00017632
                    834,                0.52564,                0.44896,                  1.102,                0.99344,                      1,                  0.995,                0.92787,                0.39499,                0.29495,                 1.0425,             0.00017533,             0.00017533,             0.00017533
                    835,                0.54446,                0.45956,                 1.1433,                0.99233,                      1,                  0.995,                0.92307,                0.40382,                0.30648,                 1.0516,             0.00017434,             0.00017434,             0.00017434
                    836,                0.60925,                0.49191,                 1.2227,                0.99162,                      1,                  0.995,                0.92969,                0.39441,                 0.3078,                 1.0444,             0.00017335,             0.00017335,             0.00017335
                    837,                0.58642,                  0.473,                 1.1955,                0.99184,                      1,                  0.995,                0.94356,                0.36433,                0.29701,                 1.0188,             0.00017236,             0.00017236,             0.00017236
                    838,                0.53729,                0.43487,                 1.1264,                 0.9918,                      1,                  0.995,                0.96191,                0.34317,                0.28522,                0.99889,             0.00017137,             0.00017137,             0.00017137
                    839,                0.52912,                0.42425,                 1.0919,                 0.9913,                      1,                  0.995,                0.96788,                0.33353,                0.27866,                0.98739,             0.00017038,             0.00017038,             0.00017038
                    840,                0.58144,                0.44208,                 1.1263,                0.99153,                      1,                  0.995,                 0.9678,                0.32499,                0.27626,                   0.98,             0.00016939,             0.00016939,             0.00016939
                    841,                0.59848,                0.49625,                 1.1303,                 0.9927,                      1,                  0.995,                0.96429,                0.32334,                0.27551,                 0.9774,              0.0001684,              0.0001684,              0.0001684
                    842,                 0.5289,                0.50603,                  1.181,                0.99387,                      1,                  0.995,                0.96636,                0.32314,                0.27351,                0.97602,             0.00016741,             0.00016741,             0.00016741
                    843,                 0.5526,                0.46888,                 1.1446,                0.99335,                      1,                  0.995,                0.96224,                0.32426,                0.27562,                0.97607,             0.00016642,             0.00016642,             0.00016642
                    844,                0.56368,                0.44478,                 1.1801,                0.99303,                      1,                  0.995,                0.95904,                0.32352,                0.27398,                0.97637,             0.00016543,             0.00016543,             0.00016543
                    845,                0.55284,                0.43394,                 1.1506,                0.99281,                      1,                  0.995,                0.96046,                0.32259,                0.27571,                0.97568,             0.00016444,             0.00016444,             0.00016444
                    846,                 0.5254,                0.47391,                   1.12,                 0.9929,                      1,                  0.995,                0.95172,                0.32841,                0.27582,                0.97837,             0.00016345,             0.00016345,             0.00016345
                    847,                0.55782,                  0.461,                 1.1494,                0.99283,                      1,                  0.995,                0.95296,                0.34299,                 0.2784,                0.98431,             0.00016246,             0.00016246,             0.00016246
                    848,                0.51616,                0.41399,                 1.1058,                0.99241,                      1,                  0.995,                0.95186,                0.35965,                0.27983,                0.99182,             0.00016147,             0.00016147,             0.00016147
                    849,                0.59579,                 0.4794,                 1.1758,                0.99211,                      1,                  0.995,                0.95179,                0.36951,                0.28137,                0.99702,             0.00016048,             0.00016048,             0.00016048
                    850,                0.54957,                0.47797,                 1.1676,                0.99185,                      1,                  0.995,                0.94883,                0.36019,                0.27763,                0.99308,             0.00015949,             0.00015949,             0.00015949
                    851,                0.56222,                0.49219,                 1.1485,                 0.9917,                      1,                  0.995,                0.95073,                0.34106,                0.27415,                0.98365,              0.0001585,              0.0001585,              0.0001585
                    852,                 0.5265,                0.42933,                 1.1236,                0.99208,                      1,                  0.995,                0.95368,                 0.3329,                 0.2776,                0.97891,             0.00015751,             0.00015751,             0.00015751
                    853,                0.50239,                 0.4577,                 1.1432,                0.99229,                      1,                  0.995,                 0.9556,                0.32968,                0.27872,                0.97673,             0.00015652,             0.00015652,             0.00015652
                    854,                0.51019,                0.43028,                  1.148,                0.99281,                      1,                  0.995,                0.96079,                0.32488,                0.27645,                 0.9729,             0.00015553,             0.00015553,             0.00015553
                    855,                 0.5013,                0.42996,                 1.1425,                0.99287,                      1,                  0.995,                0.96076,                0.31948,                0.27344,                0.96649,             0.00015454,             0.00015454,             0.00015454
                    856,                0.57825,                0.47711,                 1.1647,                 0.9929,                      1,                  0.995,                0.95628,                0.31685,                0.26867,                0.96197,             0.00015355,             0.00015355,             0.00015355
                    857,                0.51785,                 0.4214,                 1.1456,                0.99265,                      1,                  0.995,                 0.9506,                0.31789,                0.26614,                0.96244,             0.00015256,             0.00015256,             0.00015256
                    858,                0.55421,                0.44173,                 1.1498,                0.99252,                      1,                  0.995,                0.95276,                0.32061,                0.26947,                0.96553,             0.00015157,             0.00015157,             0.00015157
                    859,                0.58185,                0.46252,                 1.1601,                0.99226,                      1,                  0.995,                0.95671,                0.32248,                0.26704,                0.96741,             0.00015058,             0.00015058,             0.00015058
                    860,                0.55506,                0.45135,                 1.1576,                0.99323,                      1,                  0.995,                0.95723,                0.32605,                0.27182,                0.97163,             0.00014959,             0.00014959,             0.00014959
                    861,                0.54638,                0.48018,                 1.1451,                0.99317,                      1,                  0.995,                 0.9488,                0.33276,                 0.2744,                0.97729,              0.0001486,              0.0001486,              0.0001486
                    862,                0.46812,                0.40311,                 1.0733,                0.99307,                      1,                  0.995,                0.95566,                0.33569,                0.27717,                 0.9807,             0.00014761,             0.00014761,             0.00014761
                    863,                0.53514,                0.43099,                 1.1202,                0.99227,                      1,                  0.995,                 0.9595,                0.33621,                0.28073,                 0.9833,             0.00014662,             0.00014662,             0.00014662
                    864,                 0.4937,                0.38869,                 1.1123,                0.99253,                      1,                  0.995,                0.96285,                0.33562,                0.27668,                 0.9857,             0.00014563,             0.00014563,             0.00014563
                    865,                0.52864,                0.42092,                 1.1183,                0.99283,                      1,                  0.995,                0.96518,                0.33916,                0.27944,                0.98917,             0.00014464,             0.00014464,             0.00014464
                    866,                0.50361,                0.43371,                 1.0965,                0.99315,                      1,                  0.995,                0.96183,                 0.3403,                0.28207,                0.98954,             0.00014365,             0.00014365,             0.00014365
                    867,                0.54535,                0.44806,                  1.146,                0.99312,                      1,                  0.995,                0.96143,                0.33688,                0.28157,                  0.986,             0.00014266,             0.00014266,             0.00014266
                    868,                0.59254,                0.50524,                 1.1934,                0.99407,                      1,                  0.995,                0.96731,                0.33015,                0.27942,                0.97794,             0.00014167,             0.00014167,             0.00014167
                    869,                 0.5281,                0.46031,                 1.1205,                 0.9941,                      1,                  0.995,                0.96445,                 0.3275,                 0.2825,                0.97293,             0.00014068,             0.00014068,             0.00014068
                    870,                 0.5244,                0.45934,                 1.1017,                0.99419,                      1,                  0.995,                0.95799,                0.32691,                0.28167,                0.96935,             0.00013969,             0.00013969,             0.00013969
                    871,                0.52148,                  0.448,                 1.1208,                0.99336,                      1,                  0.995,                0.95754,                0.32449,                 0.2814,                0.96516,              0.0001387,              0.0001387,              0.0001387
                    872,                0.57563,                0.46291,                 1.1767,                0.99323,                      1,                  0.995,                0.95648,                0.31913,                0.27822,                0.96126,             0.00013771,             0.00013771,             0.00013771
                    873,                0.49756,                0.40436,                  1.088,                 0.9932,                      1,                  0.995,                0.96064,                0.31689,                0.27408,                 0.9596,             0.00013672,             0.00013672,             0.00013672
                    874,                0.52272,                0.44467,                  1.134,                0.99306,                      1,                  0.995,                0.96225,                0.31828,                0.27188,                0.95991,             0.00013573,             0.00013573,             0.00013573
                    875,                0.49438,                0.41009,                 1.0977,                0.99303,                      1,                  0.995,                 0.9614,                0.32003,                 0.2706,                0.96146,             0.00013474,             0.00013474,             0.00013474
                    876,                0.47201,                0.37547,                  1.108,                0.99313,                      1,                  0.995,                0.95925,                0.31778,                0.26625,                 0.9627,             0.00013375,             0.00013375,             0.00013375
                    877,                0.55185,                0.44278,                 1.1246,                0.99338,                      1,                  0.995,                0.96617,                0.31028,                0.26451,                 0.9623,             0.00013276,             0.00013276,             0.00013276
                    878,                0.52332,                0.43655,                 1.1108,                0.99354,                      1,                  0.995,                0.96465,                0.30761,                0.26255,                0.96275,             0.00013177,             0.00013177,             0.00013177
                    879,                0.42438,                0.35127,                 1.0194,                0.99348,                      1,                  0.995,                0.96288,                 0.3124,                0.26581,                0.96647,             0.00013078,             0.00013078,             0.00013078
                    880,                0.51282,                 0.4128,                 1.0884,                0.99329,                      1,                  0.995,                0.95701,                0.32278,                0.27067,                 0.9728,             0.00012979,             0.00012979,             0.00012979
                    881,                0.54789,                0.50925,                 1.1466,                0.99309,                      1,                  0.995,                0.95474,                0.32795,                0.27107,                0.97604,              0.0001288,              0.0001288,              0.0001288
                    882,                0.54486,                0.42412,                 1.1236,                0.99296,                      1,                  0.995,                0.95452,                0.32259,                0.26934,                0.97375,             0.00012781,             0.00012781,             0.00012781
                    883,                0.50743,                0.43071,                 1.1142,                0.99303,                      1,                  0.995,                0.96656,                0.30798,                0.26513,                0.96603,             0.00012682,             0.00012682,             0.00012682
                    884,                0.50055,                0.38752,                 1.1004,                0.99323,                      1,                  0.995,                0.97216,                0.30411,                0.26304,                0.96152,             0.00012583,             0.00012583,             0.00012583
                    885,                0.54925,                0.44803,                 1.1644,                0.99325,                      1,                  0.995,                0.97063,                0.31345,                0.26384,                0.96367,             0.00012484,             0.00012484,             0.00012484
                    886,                0.53091,                0.43121,                 1.1502,                0.99314,                      1,                  0.995,                0.96936,                0.31712,                0.26694,                0.96453,             0.00012385,             0.00012385,             0.00012385
                    887,                0.56723,                0.45227,                 1.1863,                0.99286,                      1,                  0.995,                0.96925,                 0.3122,                0.26232,                0.96094,             0.00012286,             0.00012286,             0.00012286
                    888,                0.48299,                0.38707,                 1.1408,                0.99273,                      1,                  0.995,                0.97363,                 0.3008,                0.26071,                0.95553,             0.00012187,             0.00012187,             0.00012187
                    889,                0.50607,                0.41426,                 1.1066,                0.99253,                      1,                  0.995,                0.97216,                0.29791,                0.26246,                0.95506,             0.00012088,             0.00012088,             0.00012088
                    890,                0.52834,                0.43638,                 1.1323,                0.99238,                      1,                  0.995,                0.97185,                0.30231,                0.26375,                0.95798,             0.00011989,             0.00011989,             0.00011989
                    891,                0.55434,                 0.4696,                  1.159,                0.99231,                      1,                  0.995,                0.96923,                0.30273,                  0.263,                0.95639,              0.0001189,              0.0001189,              0.0001189
                    892,                0.46542,                0.39387,                  1.091,                0.99257,                      1,                  0.995,                0.96958,                0.29799,                0.26007,                0.95303,             0.00011791,             0.00011791,             0.00011791
                    893,                  0.491,                0.40755,                 1.1251,                0.99295,                      1,                  0.995,                0.96893,                0.29093,                0.25923,                0.94853,             0.00011692,             0.00011692,             0.00011692
                    894,                0.45445,                0.38192,                 1.0365,                0.99344,                      1,                  0.995,                0.96975,                0.28746,                0.25835,                0.94659,             0.00011593,             0.00011593,             0.00011593
                    895,                0.48748,                 0.4246,                 1.0951,                0.99388,                      1,                  0.995,                 0.9715,                0.28711,                0.25891,                 0.9465,             0.00011494,             0.00011494,             0.00011494
                    896,                0.50687,                0.42797,                 1.1146,                0.99372,                      1,                  0.995,                0.97153,                0.28928,                0.26307,                0.94721,             0.00011395,             0.00011395,             0.00011395
                    897,                0.47226,                0.40813,                 1.0875,                0.99365,                      1,                  0.995,                 0.9758,                0.29077,                 0.2673,                0.94811,             0.00011296,             0.00011296,             0.00011296
                    898,                0.53112,                 0.4497,                 1.1202,                0.99369,                      1,                  0.995,                0.97476,                0.29414,                0.27252,                0.94938,             0.00011197,             0.00011197,             0.00011197
                    899,                0.56051,                0.53309,                 1.1281,                0.99392,                      1,                  0.995,                0.97311,                0.30036,                0.27576,                0.95249,             0.00011098,             0.00011098,             0.00011098
                    900,                0.55746,                0.44974,                 1.1944,                  0.994,                      1,                  0.995,                0.97117,                0.30454,                0.27441,                0.95605,             0.00010999,             0.00010999,             0.00010999
                    901,                0.47481,                0.41053,                 1.0661,                0.99402,                      1,                  0.995,                0.97091,                0.30518,                 0.2707,                0.95768,               0.000109,               0.000109,               0.000109
                    902,                0.55374,                0.44369,                 1.1496,                  0.994,                      1,                  0.995,                0.96641,                0.30642,                0.26806,                0.95884,             0.00010801,             0.00010801,             0.00010801
                    903,                0.51505,                0.40946,                 1.1514,                0.99408,                      1,                  0.995,                 0.9642,                0.31005,                 0.2629,                0.96272,             0.00010702,             0.00010702,             0.00010702
                    904,                0.50369,                 0.3945,                 1.1256,                0.99402,                      1,                  0.995,                0.96392,                0.31173,                0.25754,                0.96634,             0.00010603,             0.00010603,             0.00010603
                    905,                 0.4973,                0.43028,                 1.1161,                0.99385,                      1,                  0.995,                0.96589,                0.30983,                0.25496,                0.96673,             0.00010504,             0.00010504,             0.00010504
                    906,                0.46865,                0.37723,                 1.0983,                0.99378,                      1,                  0.995,                0.96599,                0.30663,                0.25394,                0.96408,             0.00010405,             0.00010405,             0.00010405
                    907,                0.55042,                0.46945,                 1.1603,                0.99383,                      1,                  0.995,                0.96697,                0.30551,                0.25674,                0.96052,             0.00010306,             0.00010306,             0.00010306
                    908,                0.52459,                 0.4302,                 1.0929,                 0.9938,                      1,                  0.995,                0.96612,                0.30838,                0.25996,                0.95834,             0.00010207,             0.00010207,             0.00010207
                    909,                0.56855,                 0.4297,                 1.1479,                0.99387,                      1,                  0.995,                0.96737,                0.31008,                0.26158,                0.95694,             0.00010108,             0.00010108,             0.00010108
                    910,                0.50754,                0.40849,                 1.1391,                0.99391,                      1,                  0.995,                0.96549,                0.30631,                 0.2567,                0.95359,             0.00010009,             0.00010009,             0.00010009
                    911,                0.56644,                0.44536,                 1.1938,                0.99399,                      1,                  0.995,                0.96039,                0.29947,                0.25067,                0.94892,               9.91e-05,               9.91e-05,               9.91e-05
                    912,                0.54634,                0.45309,                 1.1536,                0.99393,                      1,                  0.995,                0.95893,                0.30024,                 0.2444,                0.94908,              9.811e-05,              9.811e-05,              9.811e-05
                    913,                0.51312,                 0.4167,                 1.1186,                0.99388,                      1,                  0.995,                0.95789,                 0.3094,                0.24369,                0.95437,              9.712e-05,              9.712e-05,              9.712e-05
                    914,                0.59646,                0.46851,                 1.2159,                0.99385,                      1,                  0.995,                0.95418,                0.32761,                0.24723,                0.96489,              9.613e-05,              9.613e-05,              9.613e-05
                    915,                0.50314,                0.40711,                 1.1128,                0.99367,                      1,                  0.995,                0.95018,                0.33758,                 0.2503,                0.97134,              9.514e-05,              9.514e-05,              9.514e-05
                    916,                0.52772,                0.41523,                 1.1281,                0.99358,                      1,                  0.995,                0.95313,                0.33293,                0.25035,                0.96992,              9.415e-05,              9.415e-05,              9.415e-05
                    917,                0.50525,                0.45552,                  1.097,                0.99335,                      1,                  0.995,                0.95829,                0.31781,                0.24786,                0.96278,              9.316e-05,              9.316e-05,              9.316e-05
                    918,                0.51208,                0.43858,                 1.1417,                0.99337,                      1,                  0.995,                0.96261,                0.30736,                  0.247,                0.95767,              9.217e-05,              9.217e-05,              9.217e-05
                    919,                0.52965,                0.44008,                  1.134,                0.99323,                      1,                  0.995,                0.96699,                0.30656,                0.24943,                 0.9559,              9.118e-05,              9.118e-05,              9.118e-05
                    920,                0.51435,                0.42915,                 1.1217,                0.99334,                      1,                  0.995,                0.97686,                0.30756,                0.25177,                0.95681,              9.019e-05,              9.019e-05,              9.019e-05
                    921,                0.50889,                0.44667,                 1.1354,                0.99344,                      1,                  0.995,                 0.9722,                0.31081,                0.25559,                0.95738,               8.92e-05,               8.92e-05,               8.92e-05
                    922,                0.50489,                0.45463,                 1.1027,                0.99344,                      1,                  0.995,                0.97049,                0.31325,                0.25805,                0.95783,              8.821e-05,              8.821e-05,              8.821e-05
                    923,                0.55023,                0.45418,                 1.1153,                 0.9935,                      1,                  0.995,                0.97064,                0.31561,                0.25933,                 0.9594,              8.722e-05,              8.722e-05,              8.722e-05
                    924,                0.54106,                0.46851,                 1.0888,                0.99345,                      1,                  0.995,                0.96907,                0.31536,                0.26188,                0.96105,              8.623e-05,              8.623e-05,              8.623e-05
                    925,                 0.5222,                0.43628,                 1.1096,                0.99345,                      1,                  0.995,                0.96151,                0.31606,                0.26043,                0.96316,              8.524e-05,              8.524e-05,              8.524e-05
                    926,                0.51142,                0.41223,                 1.1069,                 0.9935,                      1,                  0.995,                0.96206,                0.31602,                 0.2586,                0.96465,              8.425e-05,              8.425e-05,              8.425e-05
                    927,                0.50477,                0.40954,                 1.1131,                0.99363,                      1,                  0.995,                0.96166,                0.31319,                0.25859,                0.96385,              8.326e-05,              8.326e-05,              8.326e-05
                    928,                0.49953,                0.42363,                 1.1191,                 0.9937,                      1,                  0.995,                 0.9662,                0.30665,                0.25627,                0.95942,              8.227e-05,              8.227e-05,              8.227e-05
                    929,                0.54648,                0.44504,                 1.1578,                 0.9936,                      1,                  0.995,                0.96796,                0.29927,                0.25206,                0.95357,              8.128e-05,              8.128e-05,              8.128e-05
                    930,                0.44563,                0.39973,                 1.0894,                0.99329,                      1,                  0.995,                0.96381,                0.29544,                0.24766,                0.95003,              8.029e-05,              8.029e-05,              8.029e-05
                    931,                0.52151,                0.44569,                 1.1399,                0.99311,                      1,                  0.995,                0.96528,                0.29521,                 0.2494,                0.94911,               7.93e-05,               7.93e-05,               7.93e-05
                    932,                0.52511,                0.43056,                 1.1699,                0.99283,                      1,                  0.995,                0.96664,                0.29726,                0.25187,                0.95034,              7.831e-05,              7.831e-05,              7.831e-05
                    933,                0.50445,                0.41156,                 1.0973,                0.99268,                      1,                  0.995,                0.96466,                0.29983,                0.25862,                0.95248,              7.732e-05,              7.732e-05,              7.732e-05
                    934,                0.54769,                0.42921,                 1.1386,                0.99254,                      1,                  0.995,                0.96528,                0.30275,                0.26215,                0.95496,              7.633e-05,              7.633e-05,              7.633e-05
                    935,                0.48943,                0.41745,                 1.1022,                0.99254,                      1,                  0.995,                0.96682,                0.30189,                 0.2617,                0.95519,              7.534e-05,              7.534e-05,              7.534e-05
                    936,                0.50681,                0.42728,                 1.0958,                0.99261,                      1,                  0.995,                0.96683,                0.29927,                0.26285,                0.95311,              7.435e-05,              7.435e-05,              7.435e-05
                    937,                0.56619,                0.43246,                 1.1944,                0.99278,                      1,                  0.995,                0.96695,                0.29744,                0.26168,                 0.9517,              7.336e-05,              7.336e-05,              7.336e-05
                    938,                0.55293,                0.45479,                 1.1502,                0.99302,                      1,                  0.995,                 0.9652,                0.29739,                0.26076,                0.95286,              7.237e-05,              7.237e-05,              7.237e-05
                    939,                0.50168,                0.42701,                 1.1409,                0.99325,                      1,                  0.995,                0.96382,                0.29912,                0.26126,                 0.9548,              7.138e-05,              7.138e-05,              7.138e-05
                    940,                0.47294,                0.41241,                 1.1101,                0.99355,                      1,                  0.995,                0.95876,                0.30456,                 0.2625,                0.95733,              7.039e-05,              7.039e-05,              7.039e-05
                    941,                0.47768,                0.39796,                 1.1029,                 0.9937,                      1,                  0.995,                0.95888,                0.30717,                0.26227,                 0.9591,               6.94e-05,               6.94e-05,               6.94e-05
                    942,                0.46538,                0.39063,                 1.0993,                0.99381,                      1,                  0.995,                0.95903,                  0.307,                 0.2622,                 0.9593,              6.841e-05,              6.841e-05,              6.841e-05
                    943,                0.52643,                0.43321,                 1.1273,                0.99405,                      1,                  0.995,                0.96251,                0.30429,                0.26358,                0.95729,              6.742e-05,              6.742e-05,              6.742e-05
                    944,                0.55229,                0.43565,                 1.1336,                0.99411,                      1,                  0.995,                0.96362,                0.29977,                0.26156,                0.95327,              6.643e-05,              6.643e-05,              6.643e-05
                    945,                0.46953,                0.38422,                 1.0927,                  0.994,                      1,                  0.995,                0.96703,                0.29324,                0.25863,                0.94877,              6.544e-05,              6.544e-05,              6.544e-05
                    946,                0.46332,                0.45475,                 1.0986,                0.99408,                      1,                  0.995,                0.96688,                0.28685,                0.25609,                0.94483,              6.445e-05,              6.445e-05,              6.445e-05
                    947,                0.56182,                0.45246,                 1.1616,                0.99368,                      1,                  0.995,                0.97089,                 0.2821,                0.25407,                0.94303,              6.346e-05,              6.346e-05,              6.346e-05
                    948,                0.52561,                 0.4268,                 1.1101,                0.99315,                      1,                  0.995,                0.97176,                0.28151,                0.25133,                0.94344,              6.247e-05,              6.247e-05,              6.247e-05
                    949,                0.44746,                0.37014,                 1.0473,                0.99305,                      1,                  0.995,                0.97076,                 0.2846,                0.24997,                0.94553,              6.148e-05,              6.148e-05,              6.148e-05
                    950,                0.48526,                0.42844,                 1.1018,                0.99312,                      1,                  0.995,                0.97274,                0.28944,                0.24724,                0.94788,              6.049e-05,              6.049e-05,              6.049e-05
                    951,                0.53295,                0.43333,                 1.1235,                0.99319,                      1,                  0.995,                0.97271,                0.29245,                0.24645,                0.95019,               5.95e-05,               5.95e-05,               5.95e-05
                    952,                 0.4791,                0.41201,                 1.0971,                0.99328,                      1,                  0.995,                 0.9677,                0.29411,                0.24757,                0.95187,              5.851e-05,              5.851e-05,              5.851e-05
                    953,                0.51289,                0.47479,                 1.1331,                0.99337,                      1,                  0.995,                0.96754,                0.29617,                 0.2472,                0.95368,              5.752e-05,              5.752e-05,              5.752e-05
                    954,                0.47737,                0.41283,                 1.1152,                0.99359,                      1,                  0.995,                0.96537,                0.29792,                0.24643,                0.95486,              5.653e-05,              5.653e-05,              5.653e-05
                    955,                0.47443,                0.38572,                 1.1088,                0.99391,                      1,                  0.995,                0.96522,                0.29757,                0.24745,                0.95504,              5.554e-05,              5.554e-05,              5.554e-05
                    956,                0.52048,                0.44497,                 1.1449,                0.99392,                      1,                  0.995,                0.96699,                0.29439,                0.24717,                 0.9531,              5.455e-05,              5.455e-05,              5.455e-05
                    957,                0.47488,                0.39081,                 1.0893,                0.99391,                      1,                  0.995,                 0.9696,                0.28904,                0.24657,                0.95008,              5.356e-05,              5.356e-05,              5.356e-05
                    958,                0.51181,                0.43226,                 1.1314,                0.99378,                      1,                  0.995,                0.96968,                0.28576,                  0.246,                0.94689,              5.257e-05,              5.257e-05,              5.257e-05
                    959,                0.52488,                 0.4147,                 1.1292,                0.99368,                      1,                  0.995,                0.96944,                0.28398,                0.24576,                0.94481,              5.158e-05,              5.158e-05,              5.158e-05
                    960,                0.52708,                0.43691,                  1.126,                0.99377,                      1,                  0.995,                0.96959,                 0.2837,                0.24673,                0.94296,              5.059e-05,              5.059e-05,              5.059e-05
                    961,                0.54265,                0.43707,                 1.1323,                0.99377,                      1,                  0.995,                0.97294,                0.28479,                0.24807,                0.94251,               4.96e-05,               4.96e-05,               4.96e-05
                    962,                0.50945,                0.42847,                 1.1402,                0.99379,                      1,                  0.995,                0.97285,                0.28647,                0.24909,                 0.9437,              4.861e-05,              4.861e-05,              4.861e-05
                    963,                0.51173,                0.40513,                 1.1981,                0.99375,                      1,                  0.995,                0.97306,                0.28799,                0.25059,                0.94455,              4.762e-05,              4.762e-05,              4.762e-05
                    964,                0.44667,                0.39443,                 1.1215,                0.99378,                      1,                  0.995,                0.97337,                0.28679,                0.25156,                0.94361,              4.663e-05,              4.663e-05,              4.663e-05
                    965,                0.47631,                0.38457,                 1.0737,                 0.9938,                      1,                  0.995,                0.97063,                0.28509,                0.25172,                0.94218,              4.564e-05,              4.564e-05,              4.564e-05
